Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Switzerland,CHE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,268.8714971,303.0299221,313.5859758,328.0354351,352.6608419,358.490566,368.1893231,379.7609119,405.5555556,414.4422591,423.0876996,380.8126722,437.4310915,397.3727422,388.7232312,412.1786198,420.6542309,468.6917133,488.9407336,476.044105,440.4090657,437.3361114,448.6644249,447.1133724,444.3171906,428.6142051,444.6890136,441.5249217,433.4226365,416.5322881,390.1381899,374.3041206,368.417945,345.9028051,319.7914675,297.4089494,291.6657828,290.7989381,248.8523515,217.9745294,240.5585797,196.5456388,203.6862457,216.8239003,228.4069822,229.1271296,230.3048072,227.7274531,191.2002525,218.7891796,209.3951812,167.9628463,203.4491292,208.4008755,208.9313522,212.1093477,199.8874892,187.7937574,163.4275707,175.129395,177.1865295,132.5974763,142.6968154,
Channel Islands,CHI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,12.70549451,18.43879781,22.15570652,22.68297297,23.46397849,29.83850267,26.17845745,26.3005291,27.96657895,33.18477704,32.44053644,31.62893553,41.75524135,38.24301541,21.81093449,28.05883754,24.84297924,31.78582164,36.05348419,34.60271116,30.63862845,30.11871508,39.02919501,51.81496403,59.42276423,77.98628503,90.18205462,95.55410265,101.1465798,109.4511064,113.9664804,140.9836066,167.1006944,167.3989455,191.0377358,213.0982368,219.4752775,237.4936837,263.9977778,275.4285714,271.3142857,195.8672727,240.8726667,284.4553333,256.8448276,271.4622222,314.366878,287.7137751,219.1421252,285.9706582,267.7105519,265.1323854,278.9906944,288.2034296,314.9618374,257.1928642,258.726916,267.8537615,269.1881275,291.5503253,287.1713456,220.1542139,249.5159571,
China,CHN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,7.095516569,9.673509286,12.21351616,16.45731109,25.61731431,36.74901186,26.77720413,26.89545092,34.82357658,44.38960516,46.19524532,53.33062303,65.80678105,56.62908795,70.64233426,66.32003032,94.53130927,112.630924,135.8449421,159.4458019,156.5502635,161.2143559,173.6561044,175.9859649,143.8717735,143.7609959,188.7501331,209.4450372,208.0867103,220.3045234,237.5103103,237.6078112,206.7543281,238.9560895,297.5430674,301.5275811,299.4533316,300.9925277,306.1078337,287.4484879,295.4485261,333.5089292,328.6582604,352.2643517,375.1049955,374.7651381,385.3146358,372.6581023,383.9675873,425.2393403,444.6498062,457.3332384,458.5161555,477.5792777,465.6126796,480.0550717,460.4577548,442.5532466,427.7508472,414.4914461,406.2343321,395.1390323,394.0197423,
Cote d'Ivoire,CIV,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,4.204166667,3.69702381,5.426190476,6.626785714,7.019047619,7.44047619,8.158235294,6.884705882,8.144117647,12.04352941,13.92352941,17.95087719,17.1454023,17.39267606,20.77134986,20.27173913,25.42553191,21.46596859,26.11220779,27.16112532,24.92385787,19.69849246,18.53490659,18.03563668,17.43697479,12.60504202,9.125,11.36363636,14.46280992,15.22633745,15.79591837,14.23076923,18.60785665,21.66666667,22,23.5,37.93103448,31.03448276,25.21428571,23.96428571,24.53571429,31.01892857,29.34535714,27.21892857,17.78035714,22.7725,23.99,18.21172414,15.30758621,32.08586207,19.40275862,26.02133333,31.13828571,35.12057143,37.51542459,40.84385271,33.60788956,25.93534427,42.34551451,36.8435562,36.58208663,23.37572272,43.78504586,
Cameroon,CMR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,0.65,0.643564356,1.039215686,1.339805825,1.634615385,2.285714286,2.492830189,3.216635514,2.657222222,3.750925926,2.733944954,2.249724771,2.968807339,3.082545455,2.252252252,2.330178571,6.000705965,6.313176095,5.528653781,5.418612521,5.91641286,5.724873096,7.219796954,8.162944162,8.307952623,7.655986509,8.397976391,6.174242424,4.814814815,3.67003367,3.042016807,3.506711409,3.742281879,5.033557047,5.033557047,5.704697987,6.575503356,6.633053691,8.30704698,7.732214765,8.809060403,9.768624161,8.155201342,11.06275168,7.998993795,9.032198558,8.622840852,6.557437531,7.002850914,9.239032258,11.03596774,10.33580645,10.05822581,9.621129032,13.59096774,10.90370968,13.02822581,13.38548387,13.02951613,16.17193548,16.83306452,12.69403226,16.4033871,
"Congo, Dem. Rep.",COD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,0.0421875,0.14171875,0.16296875,0.239811912,0.220125786,0.298742138,0.423861852,0.53125,0.62305296,0.729813665,0.726429675,0.659538462,1.012269939,1.022900763,1.636822002,1.924734446,1.331316188,1.359516616,1.121212121,1.193353474,1.142857143,1.122138554,1.404962406,1.724137931,1.014925373,0.360119048,0.925373134,0.417910448,1.179104478,0.929535232,1.22754491,0.343283582,0.611940299,1.552835821,1.343283582,0.895522388,,0.440895522,0.110746269,0.119402985,0.293283582,,0.275223881,0.208208955,0.067761194,0.454925373,0.634776119,0.940296296,0.682425618,0.82378758,0.686965812,0.456256535,0.870767925,1.639191165,1.893900482,1.390933502,1.599123933,1.911664443,2.41001462,2.090277778,2.086558685,2.060490757,2.788050727,
"Congo, Rep.",COG,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,1.153846154,1.730769231,2.5,2.895752896,3.281853282,3.928571429,4.222007722,7.722007722,12.1849711,13.73269231,14.61538462,13.84615385,10.88931298,8.174904943,4.364326376,4.943502825,0.009469697,,0.18556701,1.049180328,1.054989817,3.368217054,3.076923077,5.555555556,8.901515152,4.761904762,3.413654618,1.4,1.073705179,3.288100209,2.910602911,4.166666667,4.12371134,4.016913319,4.210526316,8.385744235,8.163265306,10.18329939,10.1010101,10.20408163,9.43877551,,,2.651020408,0.065306122,0.053061224,0.359183673,0.746938776,4.578,0.541176471,1.31509434,2.249056604,2.925454545,1.883636364,4.132727273,2.169090909,2.309090909,4.212727273,4.258181818,9.958181818,9.747272727,11.66181818,10.33636364,
Colombia,COL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,20.10192525,29.44507361,39.0971831,45.42056338,36.74157303,36.65210084,40.19607843,41.5022409,39.36338186,40.42105263,51.55891408,57.48578595,70.92119867,69.05222437,59.22063274,67.41890411,79.75995636,79.08557457,84.50743846,84.1325431,75.10729614,81.05797489,84.47991487,96.04928458,96.35883905,114.9879106,130.3083159,140.725474,151.0028802,182.2390318,197.8933509,166.5798046,176.1546356,175.7768362,202.6677782,199.3423757,219.259551,228.8402458,231.033123,233.5699077,246.7426156,342.4751867,361.7831241,408.7074044,406.3706411,505.2185074,453.6666418,437.2504238,406.5335024,546.9417723,575.9265561,581.9434309,612.0073153,699.0904554,667.5067412,646.144908,678.3821148,514.1704642,464.1869567,524.5415983,511.6614352,405.1327109,372.9113874,
Comoros,COM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.538461538,1.538461538,1.538461538,4.615384615,4.615384615,4.615384615,4.615384615,4.615384615,4.615384615,4.615384615,4.615384615,0.861538462,0.384615385,0.476923077,0.615384615,0.107692308,0.046153846,0.4,0.369230769,0.246153846,0.215384615,0.230769231,0.138461538,0.015384615,0.138461538,0.707692308,0.092307692,1.138461538,1.784615385,6.384615385,3.384615385,4.046153846,4.030769231,
Cabo Verde,CPV,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,1.947368421,1.684210526,2.631578947,2.631578947,2.631578947,2.631578947,2.263157895,3.263157895,,,,1.763157895,2.552631579,4.105263158,1.842105263,,,,,,,,,,2.318181818,2.590909091,4.25,2.931818182,5.282608696,1.978723404,3.489361702,2.458333333,2.3125,3.833333333,3.354166667,2.48,3.12,2.72,2.5,2.52,2.6,1.84,3.06,3.1,3.92,4.08,3.6,5.46,4.04,3.14,3.54,
Costa Rica,CRI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,65.56842105,84.96140351,121.0526316,115.7894737,85.96491228,101.0526316,107.3684211,167.7192982,190.1052632,173.2105263,200.9578947,167.7192982,226.1484099,256.1837456,233.5689046,196.7915194,235.1342756,282.2614841,279.5053004,259.7173145,255.8303887,254.4169611,312.0141343,340.2826855,282.8070175,298.245614,333.3333333,360.25,411.5384615,417.6923077,447.6923077,491.2,467.3913043,560.8695652,554.5454545,710.4761905,909.5238095,947.6190476,836.3636364,795.2380952,557.9666667,629.19,919.6714286,751.0619048,683.5333333,845.4666667,858.045,915.71,382.9681818,519.32,706.0775862,635.3275862,589.8448276,566.5258621,714.4391061,711.6197622,802.0726905,858.5970429,869.9622635,960.3825447,866.2900414,898.6653775,1024.546859,
Caribbean small states,CSS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,44.26968504,51.42632613,53.78627451,52.70565302,57.79727096,56.4952381,61.41221374,63.79961832,69.86615679,74.41477273,73.8317757,92.90841121,98.12408759,97.78627344,74.58866545,77.96113709,69.17937525,80.8707265,68.36631797,60.52666041,81.45696539,72.68542376,80.67731002,91.71106741,87.6479689,102.8134146,87.84008689,65.85633371,78.89513553,69.61034923,81.62056784,75.48443195,68.00495757,63.78089921,71.10293094,75.5559881,82.94699424,80.37447505,84.12208557,78.97056345,62.20497689,86.53039973,84.40403533,73.36986633,49.56682431,64.22418998,57.80836967,102.1336035,55.87128891,67.44764187,81.37940099,82.967645,125.4338463,122.8802555,129.3954168,130.706011,111.1967479,133.9977311,136.765263,129.000718,123.8656719,72.05253974,,
Cuba,CUB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,72.4137931,88.26046512,108.2644472,114.0749149,141.9753086,199.2263056,192.1441229,230.3543914,240.1955739,171.5584416,128.2389108,87.70114943,99.60488506,114.7192716,115.2961672,117.4760489,137.9082811,148.5507246,155.8912387,177.6845638,202.447,181.7006557,170.34,189.4431928,184.7537879,204,196.4264264,177.1301775,194.4722141,171.0409909,106.2590975,69.79020979,47.38292011,33.66793272,66.23235613,67.43185079,65.98676957,47.36989368,43.07479224,37.21461187,55.06820005,37.26224329,14.89072495,16.24932542,20.30964052,29.75068795,26.7738595,37.27783161,9.535693558,37.23374704,33.93683006,43.4712431,45.35039919,54.86678951,44.39260709,33.24033186,34.24706044,25.57381558,25.57381558,25.57381558,25.57381558,5.931032112,3.78257581,
Curacao,CUW,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.75,73.55,83.35,90.45,118.9,117.85,132.6,72.3,149.1,135.95,151.4,157.85,190.1,185.5,174.75,173.15,182.4,186.5,181.95,,,,
Cyprus,CYP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,51.29483283,59.9266055,62.74153846,35.32817337,59.19565217,56.88125,51.52830189,94.93987342,65.67834395,87.69009585,84.9807074,97.34627832,114.9348534,57.62735849,126.0395189,144.0350877,95.47321429,143.2272727,158.4537037,138.7033582,143.7862319,167.8,171.5517241,155.1478261,176.5856031,193.5852713,199.893617,210.3578337,219.243295,215.2651515,208.5122411,263.5594796,241.149954,264.7283702,258.0726539,257.0606061,207.3292559,202.7372627,199.6340257,146.4939024,150.0714286,159.65,158.2321429,131.4070796,108.9756098,109.026087,109.8360656,112.0145631,181.4499425,202.7723971,151.202381,196.5268065,183.8705632,158.2065353,157.9995934,204.0441176,174.7906286,156.8402429,187.7475481,167.5565879,156.22995,127.742326,172.1204864,
Czechia,CZE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.92767107,101.5073862,105.3317177,106.4476512,96.63753846,91.96074824,82.57585995,101.9805735,121.9765142,94.88180337,106.9641356,102.4790422,105.9504059,114.4534094,121.86134,106.9893548,109.0228826,119.2838893,126.1987381,160.0123074,161.4830068,162.6572921,192.3136546,196.3833802,182.4206731,174.3607085,165.6915433,144.2165019,148.6243276,152.139945,113.4345056,
Germany,DEU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,268.0687398,291.7869512,304.4364159,324.9761533,345.2482515,337.901522,349.5251888,354.4664229,380.088576,398.5606593,409.5847054,404.5953849,411.6702252,423.3476705,409.6361598,430.9757591,418.408334,422.6876551,440.3506677,429.7048213,404.5518161,396.9574113,383.3391828,396.6808902,403.3416409,404.2198997,402.6772708,408.0070305,384.2078835,279.9014285,256.8265421,248.0030522,228.8639089,246.2038119,238.3562315,238.1854668,241.4485294,247.3632461,256.5691084,232.359878,221.2319479,220.0740395,219.6980638,215.1258195,208.7570565,194.4190123,221.871769,159.5827187,181.4143993,211.5968259,191.4869895,198.9215819,203.470613,217.6956778,202.2739321,197.2282581,178.1189263,166.4811184,174.0986853,163.2420267,130.141019,116.870121,128.57555,
Djibouti,DJI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,1300,1300,1500,1844,1200,22,,,,,100,100,,,,,,,,,,,,,,,12,19,18,18,18.46153846,18.66666667,21.66666667,20,21.875,22,23.5,23.5,25.5,24.5,28.5,32.5,28,29.5,33.66666667,30.33333333,28.33333333,28.33333333,
Dominica,DMA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,742.8571429,828.5714286,642.8571429,242.8571429,428.5714286,442.8571429,302.1666667,383.6666667,416.6666667,450,483.3333333,500,600,880,680,1250,1150,1150,1100,1070.666667,913,1000,1000,750,600,600,86.6,148.2,198.6,207.8,134.2,276,44.6,58.16666667,52.16666667,150.1666667,84.66666667,122.5,80.33333333,152.1666667,88.66666667,41.5,65.66666667,144,72.16666667,73,47.66666667,0,
Denmark,DNK,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,152.7228358,155.2495492,162.7040816,174.3385913,183.2996658,194.6046165,195.9478585,205.3567186,216.4499627,224.6114243,238.9380431,255.2610336,277.4802111,217.4149943,241.1513208,245.2197968,262.21843,260.3465759,264.1018168,237.6938234,234.2313235,248.1581749,267.7612804,252.4222818,243.5951557,247.5304549,234.9883631,241.015625,255.6385069,247.2471691,227.8649922,199.6849153,190.6829846,197.0401691,188.8745149,193.3677864,184.7780127,174.1335587,163.4699215,153.0030688,134.6719023,128.8743409,138.180053,144.7844866,137.1170669,138.5811674,142.4119688,147.6761032,102.9181407,113.7121024,112.8487395,107.1133168,116.6227779,123.5657895,136.88043,139.1419532,163.1667652,134.8362921,136.0835783,151.2794557,139.4225711,120.8707627,113.6448203,
Dominican Republic,DOM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,19.44027778,15.06575342,11.48648649,13.33333333,15.78947368,20.60909091,22.82051282,21.15384615,37.17791411,46.19634146,63.84624697,89.48470588,87.67283237,110.820339,79.78142077,78.95833333,50.50505051,56.23448276,69.15865385,48.22429907,54.13953488,56.27906977,39.06976744,55.25581395,56.74418605,53.95348837,73.46115035,63.47325933,81.21811532,94.52009577,97.80531887,87.38825058,82.15004527,96.10596026,100.4720798,99.09245758,118.4661409,107.34474,103.7748,102.48114,108.8343558,73.37266908,55.8757807,65.49168025,61.94653533,86.97035577,98.12433393,85.0331075,78.58667868,106.7813818,90.51171654,72.26686442,76.77935241,92.91179613,145.9393838,154.7178427,151.2695007,261.9507988,146.8141213,170.6504796,157.4444163,86.49072508,89.55073672,
Algeria,DZA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,7.571075402,8.73015873,8.548387097,8.561643836,6.295985813,8.246262659,8.178066973,10.89219926,11.23054709,17.76568502,28.05642633,33.02611367,28.86977887,26.13080685,17.96932067,23.40665539,20.42540556,25.8425711,24.81040023,34.28363636,24.12490922,19.08719663,23.49817961,29.49168474,40.61244573,38.99239271,34.12080917,20.63089706,16.41183897,17.93531987,12.60330579,12.80084634,17.37687508,15.95559716,6.171033382,5.052519612,12.67973856,14.09737632,12.12042226,12.04646306,13.88632467,9.641579436,6.001172755,25.09515548,7.429902809,13.2626506,14.96157451,8.576712512,14.27999466,15.79578779,15.76912823,21.32818224,22.45137536,25.50405655,23.53224963,21.02860539,20.8411217,20.75805262,20.67454521,20.67454521,20.67454521,20.67454521,20.67454521,
East Asia & Pacific (excluding high income),EAP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,56.80936998,55.131555,,,,117.3795209,118.0691003,123.1919322,133.6459463,,,,,,,,,,,,,,,,,,,258.6294166,262.7217998,283.1332865,293.5994456,294.7313205,309.2590398,295.3163531,304.4001144,335.939493,350.2884886,361.759799,366.5618483,380.7286681,377.7141291,374.9215005,381.0420398,365.9586111,343.7303178,342.421132,343.8089778,320.8506977,,
Early-demographic dividend,EAR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,4.851313983,5.483015097,6.448930839,7.299169353,7.823143516,9.410372017,11.56608669,13.61012779,14.92288622,16.21678934,18.63741263,21.08340489,22.19014517,21.55290774,26.00338647,27.74124463,31.56166462,35.72258962,36.89334095,40.45012624,43.68258978,44.98551393,47.53559352,52.29030869,55.59981766,60.82995255,58.34362262,65.03148996,66.48980658,68.90122455,69.18846574,72.78614184,70.83510539,72.03412621,74.72287123,79.25173141,83.01765784,85.81255522,90.6605934,88.2213486,89.59286032,84.87185212,88.70692286,96.02335599,100.4371435,105.9047627,109.0530472,109.5887402,117.8334124,123.5365669,125.6382012,120.7105617,120.8495579,125.987689,127.2542047,129.7593981,136.6378119,138.6272712,141.0779696,154.7260011,151.4996091,143.494508,,
East Asia & Pacific,EAS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.2445484,251.4820375,267.4760804,274.9468588,276.5126584,291.5165608,274.5632258,276.3972337,307.7281327,312.1834499,321.8806784,326.2879471,338.4234126,336.5017424,336.5952226,340.9736774,327.5546144,308.7298392,309.7012824,312.1887862,290.838867,,
Europe & Central Asia (excluding high income),ECA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81769253,56.73601111,41.143049,40.86590172,42.47094825,41.17435763,43.14713988,40.77515174,40.76045524,37.262302,38.84985467,40.75153429,42.3382074,44.65064119,53.84797634,55.43807533,53.04646294,62.392102,61.42940791,64.19692685,67.59462072,71.37797837,67.74992687,67.59841049,74.65870098,74.94138003,70.27155811,75.11779538,88.14021934,80.84607046,72.24894907,,
Europe & Central Asia,ECS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.37738889,83.70110086,74.66757864,75.12638997,78.35226766,76.49103348,75.97090315,74.82931631,71.77889117,71.24652494,70.94811579,73.71214135,72.74752538,71.43467837,73.46403797,78.68706464,68.83165959,66.49993999,72.97565749,72.91378839,74.78826787,78.0114693,77.82500555,78.89974258,81.81789029,84.01992934,81.42756735,83.01075922,88.20144926,85.01166683,73.4972032,,
Ecuador,ECU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,6.449853372,8.631671554,10.96432749,6.138596491,8.9696793,10.20058309,29.03081395,36.89329446,24.06802326,19.76695652,10.63583815,24.43054755,30.12068966,23.31260696,19.0255814,48.44285714,52.08363636,44.32732919,50.22721519,47.06809339,44,46.42525773,47.30769231,46.40380952,45.49559748,46.40311526,39.13613861,47.26215385,46.89071383,42.40710723,50.243309,59.88977342,59.91077119,57.3719926,64.16772554,73.42874922,101.0565569,100.943196,109.0062112,101.7326733,233.1006667,167.6220588,156.8221709,217.5293657,150.8294753,207.7899432,199.1062762,214.1197411,187.2786393,252.070971,275.355196,254.7434446,236.1716918,344.0164948,254.8127341,345.4456967,369.9864472,428.7985537,380.8645096,362.8853565,367.8466797,325.9209446,216.9105058,
"Egypt, Arab Rep.",EGY,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,96.95038015,98.21701603,114.4293411,125.7927333,130.7583269,107.2929556,104.2130661,119.490882,127.6576147,136.8414679,136.1608775,153.6502752,148.5424165,158.3302549,186.2474916,191.4522342,217.3857543,242.6559499,262.2395833,290.2449694,306.8530559,346.6097386,347.5454136,349.850127,374.6203905,435.3753236,441.0402098,433.4632035,409.5017422,419.8537653,424.9669166,335.5059496,377.7026046,322.7499943,399.858005,427.0492831,388.1878572,419.2152118,393.9545758,449.743306,457.304439,454.359673,477.6668961,541.2816189,600.0780336,586.5642994,523.1669267,520.2498107,483.0790569,473.3727811,503.5612536,462.990456,536.74893,546.9682106,569.4591719,568.0420749,574.1819761,535.2902591,504.7219633,506.6270431,541.8914527,532.7747341,532.7747341,
Euro area,EMU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,120.9837238,130.3198189,138.3518322,148.8636256,155.8623429,161.4065509,175.042855,184.4281125,195.5164268,211.0423321,229.50883,239.8332637,252.3433651,230.7301372,231.8958387,248.0955672,251.249631,269.3949719,280.5050734,268.488301,257.860938,257.4949117,263.4772898,267.6867394,270.6660871,275.3714481,275.3512436,280.6627947,272.4115717,247.3786455,237.7958946,202.1419899,197.0561418,206.4508186,208.7470731,215.1813103,212.8172995,215.6138008,214.9847631,198.0118992,197.1968857,194.1481111,201.5653165,195.4860699,180.7054877,179.2232835,194.2953774,148.6311805,133.5500621,159.0514637,151.4257473,157.6021867,165.4211796,170.5719844,169.945671,164.9349862,170.2327211,167.2710897,163.8841762,166.8286886,156.2839628,124.1137119,,
Eritrea,ERI,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40562249,2.974828375,3.684931507,13.53116531,15.34526854,13.05220884,21.8875502,19.46428571,9.729537367,6.236654804,1.628140704,0.005016722,2.316129032,0.01641791,3.489552239,,2.782608696,0.417391304,0.82173913,0.982608696,1.188405797,1.457971014,1.471014493,2.788405797,2.571014493,6.798550725,5.986956522,5.057971014,3.002898551,3.947826087,1.873913043,
Spain,ESP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,44.92527391,46.15770741,46.05800679,48.1914065,49.00156583,56.889548,59.18678526,68.02829467,69.14562865,77.50159337,85.37854214,87.10111739,94.76086957,93.7906144,88.60621958,108.2895829,90.2890595,103.5517903,108.1626011,106.8314051,88.46939431,95.39762287,93.41239097,104.7113283,111.4202005,119.1578542,129.6660036,134.4160621,132.2952553,128.8491034,123.3282213,103.5983159,121.3249232,130.1769553,133.0509078,151.7024221,147.560378,172.9757381,172.3213994,160.4029851,168.0802205,164.4517778,175.2709534,165.4026104,142.1395493,142.3294811,157.7222311,106.5446028,96.92694247,130.6752874,122.6164615,122.5808274,143.5965028,151.3560841,151.5015206,143.9661252,155.495204,157.6985254,157.4759108,167.1444677,157.9912176,110.6025877,115.1393589,
Estonia,EST,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0852018,60.92870544,43.92307692,32.03661327,25.08144796,31.31193694,36.52423901,31.76949942,41.5480427,43.88330871,44.01401565,71.64954128,84.3096476,60.95133491,75.65372921,75.87185049,100.3629977,69.41314554,68.38914729,71.51802657,81.07010475,82.35579937,85.34097859,82.67259259,79.29310345,87.93519882,88.38799414,90.27391304,94.7795389,103.4942857,85.77934936,74.86216596,
Ethiopia,ETH,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,11.68948852,13.5110664,17.88546389,13.30626263,16.58699828,16.98987957,15.95218801,13.68008518,17.01248351,5.702324305,10.30928502,10.90251891,11.13100926,16.03989172,17.20020579,17.66231718,21.84709921,20.81905063,30.58634172,18.25912999,25.35957938,28.11258826,33.78827464,34.51456554,16.53555322,26.31052372,39.8850887,41.77267452,37.80878406,45.32233348,
European Union,EUU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,97.16634567,102.1357514,109.7571129,119.3318663,127.6919776,135.8200504,150.5415627,163.4307299,173.4022129,186.3643343,202.6167439,211.9442275,227.4290738,214.1592003,223.5252952,231.0873976,235.600696,250.2041291,257.9306976,245.5709873,244.3073532,243.4273368,250.281893,250.0208476,248.7841574,251.2531897,247.7979672,253.2214313,246.2253997,204.9211968,179.8700524,159.2919256,156.3414715,162.1746573,163.0419572,170.1281385,167.7090014,168.2468811,165.9745997,157.5286041,157.8843376,157.1277546,165.4014956,160.4767777,154.5040423,153.0861876,167.6317904,135.1234931,121.2423088,142.4240513,138.3468422,142.618994,149.856802,151.442678,154.5939889,154.9031267,159.9681272,156.2609643,153.9686465,155.1894305,148.8893184,124.2133129,,
Fragile and conflict affected situations,FCS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,2.114892034,2.728054781,2.965539291,3.396825061,3.843144212,4.722258643,5.144221876,5.545459276,6.151184213,6.518673038,7.384298182,7.952506237,8.738700339,10.50462995,11.27885798,11.55009397,12.24548312,12.92685743,15.59883601,16.71522846,17.67926246,18.63799316,19.55645809,17.96609938,17.4010814,16.37650911,31.06339865,21.90666355,20.8479688,18.4877983,15.58154472,16.31254205,15.15578448,14.97898536,15.30917873,16.21041895,16.62719227,12.81200598,13.64450473,14.50472024,16.16266784,16.57079215,18.77032893,16.29783023,18.19004147,18.89942729,19.03097267,18.2029721,18.49179344,17.42786539,21.27782688,25.49590554,25.16100299,24.08052999,28.69228019,25.36448979,19.24377561,,
