Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bangladesh,BGD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,2.614758861,3.140630452,5.694363742,5.208333333,6.175230717,8.615594453,10.85604433,12.2324159,14.72190692,16.20459432,12.92293765,19.93934085,19.93352316,14.13985325,23.5574147,26.63088203,37.33753149,39.03671233,44.67591577,45.68446442,43.91568778,50.66772847,59.78963582,63.33707131,59.07801573,67.30225958,76.4252301,81.41637832,94.93939077,98.73329103,107.0218434,116.0137066,111.1665883,124.8057802,142.1941932,147.2448247,132.205006,138.4551692,161.8895211,158.1075449,174.5902686,188.6391615,160.2668935,170.6713742,192.8726421,188.4081683,179.810005,195.0643509,184.2905245,208.024323,249.7469159,254.3093571,253.2806427,278.132225,297.8109412,288.2883576,302.54272,318.4668631,320.4454626,325.3865653,395.7201458,388.9412329,391.8881021,
Bulgaria,BGR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,33.80362183,36.30019259,42.28250362,67.90813397,86.56635469,114.4603937,146.4252291,202.774675,166.4915825,154.2283921,153.8857696,156.5101744,153.6191748,138.4585163,171.6123326,166.9680203,188.3700787,187.9049924,210.4860149,216.8016723,273.0125523,264.6935568,264.6642183,246.3882322,233.4383202,221.5239592,208.2352941,235.15625,209.6808732,177.6192946,122.0452899,58.55275513,50.44031504,56.25293677,31.01550775,45.68165596,46.49348534,47.79411765,34.2666294,42.96653432,57.71041246,113.7684054,147.327415,80.85179596,74.23195714,73.93997446,102.0094003,111.2428756,104.600445,97.05335844,133.0824615,95.86976183,109.1382581,108.8032129,122.0021654,138.0286041,130.6309973,131.8343876,135.8411968,136.3029782,126.3585714,127.8365052,128.2947326,
Bahrain,BHR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,9,14,20,11.5,,,21.5,13,,150,84,213.5,255,240,710,155,175,252,301,350,350,300,300,300,300,300,564,216.5,172.1393035,149.2537313,987.1287129,987.1287129,982.2660099,982.2660099,977.4509804,661.7647059,1219.512195,671.7073171,1335.92233,967.961165,2288.888889,2161.352657,2335.096154,1215.384615,311.9617225,348.3253589,534.7619048,827.6190476,1395.714286,1395.714286,90.47619048,46.66666667,
"Bahamas, The",BHS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,85.71428571,114.2857143,142.8571429,142.8571429,171.4285714,178.5714286,207.1428571,242.5714286,195,163,222.5714286,257.1428571,171.4285714,171.4285714,171.4285714,171.4285714,157.1428571,171.4285714,157.1428571,71.42857143,71.42857143,71.42857143,71.42857143,71.42857143,14.28571429,42.85714286,42.85714286,28.57142857,33.33333333,33.33333333,66.66666667,50,50,50,42.85714286,114.2857143,,,,,,,,,,,155.125,134.5,152.375,188.375,272.875,328.25,348.5,170.625,102.375,102.375,,,
Bosnia and Herzegovina,BIH,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.64705882,10,10,49.47368421,44.21052632,41.8,32.27722772,32.69809428,17.65683382,58.17898833,57.59317073,42.19182084,45.08708415,59.18849206,72.78535607,81.52988048,103.3781095,120.7437687,101.6352825,120.0347913,127.8874755,107.9054581,106.4783019,84.7638484,60.35862069,82.45714286,62.02083333,158.5649867,108.3972973,
Belarus,BLR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.2899408,123.197903,86.74698795,83.92169448,124.7191011,138.4615385,149.5070309,127.9521191,131.2571335,131.9215414,135.9864672,135.6257856,146.9178082,167.7011909,231.967509,218.3547744,237.4184191,281.1147186,270.4607046,303.8885874,271.386092,256.3429681,215.2245633,194.1865995,146.6186354,142.446307,156.1857493,153.8802731,180.7282686,169.3602418,195.4106315,198.9421315,
Belize,BLZ,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,10,25.5,28.62162162,7.513513514,26.62162162,31.44736842,44.73684211,56.05263158,64.92307692,84.61538462,26.375,40.35,63.63414634,51.2195122,50,21.42857143,14.11627907,37.48837209,36.09302326,42.11111111,31.5,25.69565217,37.30434783,42.89130435,56.30232558,85.68181818,83.36734694,89.62,94.23076923,98.07692308,96.2962963,103.5714286,106.6666667,76.66666667,80.64516129,52.38095238,75,88.09375,95.234375,95.9375,72.30769231,367.7285714,382.3714286,78.65714286,81,89.25714286,60.87142857,49.75714286,121.4383562,58.01333333,234.7066667,140.0769231,389.1153846,374.2051282,382.4886364,413.2727273,333.4333333,419.9,449.7826087,402.6020408,378.14,126.23,337.54,
Bermuda,BMU,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,1156.666667,1060,1250,1153.333333,1110,993.3333333,670,740,976.6666667,110,333.3333333,433.3333333,333.3333333,333.3333333,,,333.3333333,333.3333333,333.3333333,250,250,250,250,250,250,250,,,,,,,,,,,,336.6666667,316.6666667,283.3333333,176.6666667,140,363.3333333,173.3333333,180,103.3333333,60,160,
Bolivia,BOL,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,0.618238022,0.694444444,0.88190184,1.081282625,1.090909091,1.060820368,2.002762431,1.209677419,1.907007204,0.987851662,2.5769956,3.039779682,3.157926103,3.506721216,1.826484018,1.60486995,1.958807588,2.472029835,1.704188482,1.52753474,3.493939394,1.337958375,4.089224768,2.459149546,2.829268293,3.252427184,3.155072464,2.167307692,4.896650718,2.458095238,3.673933649,6.389302326,4.615909091,4.594042553,2.603461538,3.367657993,4.371518106,1.699394755,0.631921824,2.386450382,3.66,4.042727273,3.675583381,5.064263761,6.472937467,3.933640166,6.042983637,4.791603759,5.313911045,7.006242336,7.585720463,7.449934163,9.018738887,8.112647825,8.151326367,7.021091811,8.432132964,7.196131958,5.639576364,9.267305276,9.328183154,7.531234317,8.548030949,
Brazil,BRA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,11.42728966,10.60073685,12.0623,9.821184962,10.83231695,10.506927,16.71174868,22.0148178,22.62603639,35.52141388,38.28013229,53.34096283,52.97260404,55.80441631,58.4736562,69.13722755,81.62839918,76.62131444,79.62140625,88.34603592,56.70819686,55.08843359,45.25221125,66.85638608,60.5467177,75.89682203,76.69935479,75.21611153,69.39167045,67.76087875,73.26612729,78.37075787,101.1386622,117.0032178,98.81587294,116.3653222,133.5841892,132.096898,130.814379,144.5168104,148.5714286,164.9113128,188.7633481,229.8192897,174.3133884,184.5780145,233.1424188,214.6776052,148.4863928,202.7967513,251.4273166,230.1324786,265.5677842,285.0605251,234.9650941,240.181955,275.9338976,293.9912986,296.9836307,365.7131262,386.6363669,363.0021746,344.0858884,
Barbados,BRB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,320.375,477.4375,446.5625,571.6875,344.3125,388.375,444.4375,363.25,312.4375,356.25,268.75,285,326.875,406.25,262.5,300,224.4375,368.75,356.25,362.5,375,375,277.5625,291.6875,208.25,237.5,193.75,193.75,187.5,168.75,168.75,168.75,168.75,168.75,200,200,200,187.5,200,200,200,45.85714286,79.71428571,214.2307692,109.0769231,139,133.6153846,135.1538462,77,135.0833333,96.27272727,199.5,133.4736842,80,121.625,113.8571429,147.8571429,78,54.42857143,50.57142857,37.14285714,47.85714286,32.42857143,
Brunei Darussalam,BRN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,125,47,136.25,53.25,211.25,223.75,315,100,175,100,1050,1100,1125,750,,,,,,,,,168,51,75.75,154.25,33,282.75,84.5,103,431.75,117.5,113.5,55.75,177.25,177.25,177.25,177.25,177.25,177.25,177.25,177.25,177.25,177.25,
Bhutan,BTN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,0.72173913,0.869565217,0.833333333,0.833333333,0.833333333,0.8,0.769230769,0.769230769,0.740740741,1.717241379,1.310344828,0.689655172,0.689655172,0.684931507,0.709219858,0.751879699,0.740740741,0.740740741,0.740740741,0.735294118,0.714285714,0.684931507,0.662251656,0.653594771,,,,,6.942307692,6.993630573,7.398734177,7.556886228,7.620621282,9.009537784,11.66,23.96,10.03976143,13.05389222,10.68862275,12.15568862,14.20159681,14.76047904,14.08,13.26984127,21.27659574,14.31914894,18.63874346,10.25773196,10.54822335,9.81,
Botswana,BWA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,2.781954887,2.756892231,2.756892231,4.010025063,5.25,5.3,6.75,3.75,3.75,4.25,4.125,4.364089776,4.738154613,4.890274314,5.985037406,4.987531172,5.236907731,5.236907731,2.729528536,3.473945409,3.473945409,4.444444444,3.209876543,2.962962963,1.108108108,1.665847666,2.200488998,2.200488998,2.173913043,2.142857143,3,3.6,2.857142857,2.53164557,6.620289855,9.684057971,12.66666667,18.46956522,19.16666667,13.14285714,23,,,,,,,,48.60443038,83.12741313,29.67901235,54.83508772,80.51785714,57.84328358,66.03235747,46.92218798,33.18181818,58.22804314,51.28846154,66.19615385,59.26538462,72.7,93.07692308,
Central African Republic,CAF,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,0.182738095,0.189349112,0.217647059,0.233918129,0.465116279,0.63583815,0.747126437,0.914285714,1.095454545,1.255932203,1.179775281,1.012849162,0.920555556,1.61878453,0.934065934,0.87431694,0.923913043,0.864864865,0.053763441,0.777540107,0.671657754,0.374331551,0.242245989,0.64171123,1.550802139,0.361497326,0.43368984,0.30855615,0.410695187,0.502673797,0.481283422,0.588235294,0.64171123,0.160427807,0.160427807,0.160427807,0.160427807,0.320855615,0.320855615,0.320855615,0.320855615,0.042245989,0,0.069518717,0.131016043,0.228877005,0.322994652,0.213903743,0.217577706,0.294438386,0.445,0.281666667,0.143888889,0.006111111,0.34,0.224444444,0.186666667,0.187777778,0.236666667,0.238888889,0.238888889,0.010555556,0.043888889,
Canada,CAN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,10.96976236,12.39003655,13.40391841,14.90057204,18.29353733,21.24661261,23.13932842,18.80910181,18.95358277,20.83320347,22.80387886,26.25324373,31.14704215,31.84363281,33.48269152,34.08974883,41.18004866,45.16810952,45.17443023,48.10651181,47.95209227,50.60571877,57.08428913,59.95434455,56.1820291,51.96613675,53.48456389,51.37503918,52.29799614,50.13300457,52.59487478,54.79428585,57.24302422,58.1770808,62.46180978,65.66964612,66.42785779,64.58612703,65.60241993,59.68585097,60.42089968,64.88235873,66.66769277,62.11334451,70.63817649,53.96828144,78.83548503,73.55244901,71.58433545,79.65645979,96.89352286,104.2245164,96.49842522,102.1508204,104.3571391,99.27329354,101.8203537,111.8118377,106.7325605,129.4886884,126.0618417,117.0395869,132.8405546,
Central Europe and the Baltics,CEB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.12060733,72.96513101,74.64496987,74.9975037,82.55065814,83.5114742,78.59464847,74.71688951,82.74656376,90.15305765,92.45486202,103.0878685,99.41962282,108.2512369,110.6416545,123.4356952,114.6166154,101.1530569,115.2949902,118.822675,118.0616869,122.6283239,118.1042832,127.17797,135.9634237,141.0688654,138.5786755,138.7141783,134.8099809,137.8464883,124.8144472,,
